bar_index,tv_bar_time,tv_open,tv_high,tv_low,tv_close,tv_closedtrades_count,tv_position_size,tv_trade_no,tv_entry_bar_index,tv_exit_bar_index,tv_entry_price,tv_exit_price,tv_size,tv_profit
221,1767364200,1767364200000,272.255,277.84,269,271.01,1,0,,,,,,,
222,1767623400,1767623400000,270.64,271.51,266.14,267.26,1,0,,,,,,,
223,1767709800,1767709800000,267,267.55,262.12,262.36,2,0,1,11351,11351,267,267,1,0
224,1767796200,1767796200000,263.2,263.68,259.81,260.33,2,0,,,,,,,
225,1767882600,1767882600000,257.02,259.29,255.7,259.04,2,0,,,,,,,
226,1767969000,1767969000000,259.075,260.21,256.22,259.37,3,0,2,11354,11354,259.08,259.08,1,0
227,1768228200,1768228200000,259.16,261.3,256.8,260.25,3,0,,,,,,,
228,1768314600,1768314600000,258.72,261.81,258.39,261.05,3,0,,,,,,,
229,1768401000,1768401000000,259.49,261.82,256.71,259.96,4,0,3,11357,11357,259.49,259.49,1,0
230,1768487400,1768487400000,260.65,261.04,257.05,258.21,4,0,,,,,,,
231,1768573800,1768573800000,257.9,258.9,254.93,255.53,4,0,,,,,,,
232,1768919400,1768919400000,252.73,254.79,243.42,246.7,4,0,,,,,,,
233,1769005800,1769005800000,248.7,251.56,245.18,247.65,4,0,,,,,,,
234,1769092200,1769092200000,249.2,251,248.15,248.35,4,0,,,,,,,
235,1769178600,1769178600000,247.32,249.41,244.68,248.04,4,0,,,,,,,
236,1769437800,1769437800000,251.48,256.56,249.8,255.41,4,0,,,,,,,
237,1769524200,1769524200000,259.17,261.95,258.21,258.27,4,0,,,,,,,
238,1769610600,1769610600000,257.65,258.855,254.51,256.44,4,0,,,,,,,
239,1769697000,1769697000000,258,259.65,254.41,258.28,4,0,,,,,,,
240,1769783400,1769783400000,255.165,261.8999,252.18,259.48,4,0,,,,,,,
241,1770042600,1770042600000,260.03,270.49,259.205,270.01,4,0,,,,,,,
242,1770129000,1770129000000,269.2,271.875,267.61,269.48,4,0,,,,,,,
243,1770215400,1770215400000,272.285,278.95,272.285,276.49,4,0,,,,,,,
244,1770301800,1770301800000,278.13,279.5,273.23,275.91,4,0,,,,,,,
245,1770388200,1770388200000,277.12,280.905,276.925,278.12,4,0,,,,,,,
246,1770647400,1770647400000,277.905,278.2,271.7,274.62,4,0,,,,,,,
247,1770733800,1770733800000,274.885,275.37,272.94,273.68,4,0,,,,,,,
248,1770820200,1770820200000,274.695,280.18,274.45,275.5,4,0,,,,,,,
249,1770906600,1770906600000,275.59,275.72,260.18,261.73,4,0,,,,,,,
250,1770993000,1770993000000,262.01,262.23,255.45,255.78,4,0,,,,,,,
251,1771338600,1771338600000,258.05,266.29,255.54,263.88,4,0,,,,,,,
252,1771425000,1771425000000,263.6,266.82,262.45,264.35,4,0,,,,,,,
253,1771511400,1771511400000,262.6,264.48,260.05,260.58,4,0,,,,,,,
254,1771597800,1771597800000,258.97,264.75,258.16,264.58,4,0,,,,,,,
255,1771857000,1771857000000,263.49,269.43,263.381,266.18,4,0,,,,,,,
256,1771943400,1771943400000,267.86,274.89,267.71,272.14,4,0,,,,,,,
257,1772029800,1772029800000,271.78,274.94,271.05,274.23,4,0,,,,,,,
258,1772116200,1772116200000,274.945,276.11,270.795,272.95,4,0,,,,,,,
259,1772202600,1772202600000,272.81,272.81,262.89,264.18,4,0,,,,,,,
260,1772461800,1772461800000,262.41,266.53,260.2,264.72,4,0,,,,,,,
261,1772548200,1772548200000,263.48,265.56,260.13,263.75,4,0,,,,,,,
262,1772634600,1772634600000,264.65,266.15,261.42,262.52,4,0,,,,,,,
263,1772721000,1772721000000,260.79,261.555,257.25,260.29,4,0,,,,,,,
264,1772807400,1772807400000,258.63,258.77,254.37,257.46,4,0,,,,,,,
265,1773063000,1773063000000,255.69,261.15,253.6805,259.88,4,0,,,,,,,
266,1773149400,1773149400000,257.645,262.48,256.95,260.83,4,0,,,,,,,
267,1773235800,1773235800000,261.09,262.13,259.55,260.81,4,0,,,,,,,
268,1773322200,1773322200000,258.66,258.95,254.18,255.76,4,0,,,,,,,
269,1773408600,1773408600000,255.48,256.33,249.52,250.12,4,0,,,,,,,
270,1773667800,1773667800000,252.105,253.885,249.88,252.82,4,0,,,,,,,
271,1773754200,1773754200000,252.955,255.13,252.18,254.23,4,0,,,,,,,
272,1773840600,1773840600000,252.625,254.94,249,249.94,4,0,,,,,,,
273,1773927000,1773927000000,249.4,251.83,247.3,248.96,4,0,,,,,,,
274,1774013400,1774013400000,247.975,249.1999,246,247.99,4,0,,,,,,,
275,1774272600,1774272600000,253.97,254.6,250.28,251.49,4,0,,,,,,,
276,1774359000,1774359000000,250.35,254.825,249.55,251.64,4,0,,,,,,,
277,1774445400,1774445400000,254.095,255,251.6,252.62,4,0,,,,,,,
278,1774531800,1774531800000,252.115,257,250.77,252.89,4,0,,,,,,,
279,1774618200,1774618200000,253.9,255.493,248.07,248.8,4,0,,,,,,,
280,1774877400,1774877400000,250.07,250.87,245.51,246.63,4,0,,,,,,,
281,1774963800,1774963800000,247.91,255.48,247.101,253.79,4,0,,,,,,,
282,1775050200,1775050200000,254.08,256.18,253.33,255.63,4,0,,,,,,,
283,1775136600,1775136600000,254.2,256.13,250.65,255.92,4,0,,,,,,,
284,1775482200,1775482200000,256.51,262.16,256.46,258.86,4,0,,,,,,,
285,1775568600,1775568600000,256.155,256.2,245.7,253.5,4,0,,,,,,,
286,1775655000,1775655000000,258.45,259.7499,256.53,258.9,4,0,,,,,,,
287,1775741400,1775741400000,259,261.12,256.07,260.49,4,0,,,,,,,
288,1775827800,1775827800000,259.98,262.19,259.023123,260.48,4,0,,,,,,,
289,1776087000,1776087000000,259.73,260.18,256.66,259.2,4,0,,,,,,,
290,1776173400,1776173400000,259.245,261.93,257.19,258.83,4,0,,,,,,,
291,1776259800,1776259800000,258.16,266.56,257.81,266.43,4,0,,,,,,,
292,1776346200,1776346200000,266.8,267.16,261.27,263.4,4,0,,,,,,,
293,1776432600,1776432600000,266.96,272.3,266.72,270.23,4,0,,,,,,,
294,1776691800,1776691800000,270.33,274.275,270.29,273.05,4,0,,,,,,,
295,1776778200,1776778200000,271.5,272.8,265.4,266.17,4,0,,,,,,,
296,1776864600,1776864600000,267.82,273.74,266.87,273.17,4,0,,,,,,,
297,1776951000,1776951000000,275.045,275.77,271.65,273.43,4,0,,,,,,,
298,1777037400,1777037400000,272.755,273.06,269.65,271.06,4,0,,,,,,,
